monthly_salary_more,monthly_salary_under,child_num,amount
2010,2020,0,19850
2020,2030,0,20170
2030,2040,0,20490
2040,2050,0,20810
2050,2060,0,21130
2060,2070,0,21450
2070,2080,0,21770
2080,2090,0,22090
2090,2100,0,22420
2100,2110,0,22740
2110,2120,0,23060
2120,2130,0,23380
2130,2140,0,23700
2140,2150,0,24020
2150,2160,0,24340
2160,2170,0,24660
2170,2180,0,24990
2180,2190,0,25310
2190,2200,0,25630
2200,2210,0,25950
2210,2220,0,26270
2220,2230,0,26590
2230,2240,0,26910
2240,2250,0,27240
2250,2260,0,27560
2260,2270,0,27880
2270,2280,0,28200
2280,2290,0,28520
2290,2300,0,28840
2300,2310,0,29160
2310,2320,0,29480
2320,2330,0,29810
2330,2340,0,30130
2340,2350,0,30450
2350,2360,0,30770
2360,2370,0,31090
2370,2380,0,31410
2380,2390,0,31730
2390,2400,0,32050
2400,2410,0,32380
2410,2420,0,32700
2420,2430,0,33020
2430,2440,0,33340
2440,2450,0,33660
2450,2460,0,33980
2460,2470,0,34300
2470,2480,0,34630
2480,2490,0,34950
2490,2500,0,35270
2500,2510,0,35600
2510,2520,0,35940
2520,2530,0,36280
2530,2540,0,36630
2540,2550,0,36970
2550,2560,0,37310
2560,2570,0,37650
2570,2580,0,38000
2580,2590,0,38340
2590,2600,0,38830
2600,2610,0,39690
2610,2620,0,40540
2620,2630,0,41400
2630,2640,0,42260
2640,2650,0,43110
2650,2660,0,43970
2660,2670,0,44820
2670,2680,0,45680
2680,2690,0,46540
2690,2700,0,47390
2700,2710,0,48250
2710,2720,0,49100
2720,2730,0,49960
2730,2740,0,50810
2740,2750,0,51670
2750,2760,0,52530
2760,2770,0,53380
2770,2780,0,54240
2780,2790,0,55090
2790,2800,0,55950
2800,2810,0,56800
2810,2820,0,57660
2820,2830,0,58520
2830,2840,0,59370
2840,2850,0,60230
2850,2860,0,61080
2860,2870,0,61940
2870,2880,0,62790
2880,2890,0,63650
2890,2900,0,64510
2900,2910,0,65360
2910,2920,0,66220
2920,2930,0,67070
2930,2940,0,67930
2940,2950,0,68780
2950,2960,0,69640
2960,2970,0,70500
2970,2980,0,71350
2980,2990,0,72210
2990,3000,0,73060
3000,3020,0,74350
3020,3040,0,76060
3040,3060,0,77770
3060,3080,0,79480
3080,3100,0,81190
3100,3120,0,82900
3120,3140,0,84620
3140,3160,0,86330
3160,3180,0,88040
3180,3200,0,89750
3200,3220,0,91460
3220,3240,0,93170
3240,3260,0,95430
3260,3280,0,97880
3280,3300,0,100320
3300,3320,0,102770
3320,3340,0,105210
3340,3360,0,107660
3360,3380,0,110100
3380,3400,0,112550
3400,3420,0,114990
3420,3440,0,117440
3440,3460,0,119880
3460,3480,0,122330
3480,3500,0,124770
3500,3520,0,127220
3520,3540,0,129660
3540,3560,0,132110
3560,3580,0,134550
3580,3600,0,137000
3600,3620,0,139440
3620,3640,0,141890
3640,3660,0,144330
3660,3680,0,146780
3680,3700,0,149220
3700,3720,0,151670
3720,3740,0,154110
3740,3760,0,156560
3760,3780,0,163920
3780,3800,0,166590
3800,3820,0,169260
3820,3840,0,171930
3840,3860,0,174600
3860,3880,0,177270
3880,3900,0,179940
3900,3920,0,182610
3920,3940,0,185280
3940,3960,0,187950
3960,3980,0,190620
3980,4000,0,193290
4000,4020,0,195960
4020,4040,0,198630
4040,4060,0,201300
4060,4080,0,203970
4080,4100,0,206640
4100,4120,0,209310
4120,4140,0,211980
4140,4160,0,214650
4160,4180,0,217320
4180,4200,0,219990
4200,4220,0,222660
4220,4240,0,225330
4240,4260,0,228000
4260,4280,0,230670
4280,4300,0,233340
4300,4320,0,236010
4320,4340,0,238680
4340,4360,0,241350
4360,4380,0,244020
4380,4400,0,246690
4400,4420,0,249360
4420,4440,0,252030
4440,4460,0,254700
4460,4480,0,257370
4480,4500,0,260040
4500,4520,0,262840
4520,4540,0,265650
4540,4560,0,268450
4560,4580,0,271260
4580,4600,0,276560
4600,4620,0,279370
4620,4640,0,282170
4640,4660,0,284980
4660,4680,0,287780
4680,4700,0,290590
4700,4720,0,293390
4720,4740,0,296200
4740,4760,0,299000
4760,4780,0,301810
4780,4800,0,304610
4800,4820,0,307420
4820,4840,0,310220
4840,4860,0,313030
4860,4880,0,315830
4880,4900,0,318640
4900,4920,0,321440
4920,4940,0,324250
4940,4960,0,327050
4960,4980,0,329860
4980,5000,0,332660
5000,5020,0,335470
5020,5040,0,338270
5040,5060,0,341080
5060,5080,0,343880
5080,5100,0,346690
5100,5120,0,349490
5120,5140,0,352300
5140,5160,0,355100
5160,5180,0,357910
5180,5200,0,360710
5200,5220,0,363520
5220,5240,0,366320
5240,5260,0,369130
5260,5280,0,371930
5280,5300,0,374740
5300,5320,0,377540
5320,5340,0,380350
5340,5360,0,383150
5360,5380,0,385960
5380,5400,0,388760
5400,5420,0,391570
5420,5440,0,394370
5440,5460,0,397180
5460,5480,0,399980
5480,5500,0,402790
5500,5520,0,405590
5520,5540,0,408400
5540,5560,0,411200
5560,5580,0,414010
5580,5600,0,416810
5600,5620,0,419620
5620,5640,0,422420
5640,5660,0,425230
5660,5680,0,428030
5680,5700,0,430840
5700,5720,0,433640
5720,5740,0,436450
5740,5760,0,439250
5760,5780,0,442060
5780,5800,0,444860
5800,5820,0,447670
5820,5840,0,450470
5840,5860,0,470380
5860,5880,0,475720
5880,5900,0,478690
5900,5920,0,483220
5920,5940,0,487760
5940,5960,0,492300
5960,5980,0,496830
5980,6000,0,501370
6000,6020,0,505900
6020,6040,0,510440
6040,6060,0,514980
6060,6080,0,519510
6080,6100,0,524050
6100,6120,0,528580
6120,6140,0,533120
6140,6160,0,537660
6160,6180,0,542190
6180,6200,0,546730
6200,6220,0,551260
6220,6240,0,555800
6240,6260,0,560340
6260,6280,0,564870
6280,6300,0,569410
6300,6320,0,573940
6320,6340,0,578480
6340,6360,0,583020
6360,6380,0,587550
6380,6400,0,592090
6400,6420,0,596620
6420,6440,0,601160
6440,6460,0,605700
6460,6480,0,610230
6480,6500,0,614770
6500,6520,0,619300
6520,6540,0,623840
6540,6560,0,628380
6560,6580,0,632910
6580,6600,0,637450
6600,6620,0,641980
6620,6640,0,646520
6640,6660,0,651060
6660,6680,0,655590
6680,6700,0,660130
6700,6720,0,664660
6720,6740,0,669200
6740,6760,0,673740
6760,6780,0,678270
6780,6800,0,682810
6800,6820,0,687340
6820,6840,0,691880
6840,6860,0,696420
6860,6880,0,700950
6880,6900,0,705490
6900,6920,0,710020
6920,6940,0,714560
6940,6960,0,719100
6960,6980,0,723630
6980,7000,0,728170
7000,7020,0,732700
7020,7040,0,737240
7040,7060,0,741780
7060,7080,0,746310
7080,7100,0,750850
7100,7120,0,755380
7120,7140,0,759920
7140,7160,0,764460
7160,7180,0,768990
7180,7200,0,773530
7200,7220,0,778060
7220,7240,0,782600
7240,7260,0,787140
7260,7280,0,791670
7280,7300,0,796210
7300,7320,0,800740
7320,7340,0,805280
7340,7360,0,809820
7360,7380,0,814350
7380,7400,0,818890
7400,7420,0,823420
7420,7440,0,827960
7440,7460,0,832500
7460,7480,0,837030
7480,7500,0,841570
7500,7520,0,846100
7520,7540,0,850640
7540,7560,0,855180
7560,7580,0,859710
7580,7600,0,864250
7600,7620,0,868780
7620,7640,0,873320
7640,7660,0,877860
7660,7680,0,882390
7680,7700,0,886930
7700,7720,0,891460
7720,7740,0,896000
7740,7760,0,900540
7760,7780,0,905070
7780,7800,0,909610
7800,7820,0,914140
7820,7840,0,918680
7840,7860,0,923220
7860,7880,0,927750
7880,7900,0,932290
7900,7920,0,936820
7920,7940,0,941360
7940,7960,0,945900
7960,7980,0,950430
7980,8000,0,954970
8000,8020,0,959500
8020,8040,0,964040
8040,8060,0,968580
8060,8080,0,973110
8080,8100,0,977650
8100,8120,0,982180
8120,8140,0,986720
8140,8160,0,991260
8160,8180,0,995790
8180,8200,0,1000330
8200,8220,0,1004860
8220,8240,0,1009400
8240,8260,0,1013940
8260,8280,0,1018470
8280,8300,0,1023010
8300,8320,0,1027540
8320,8340,0,1032080
8340,8360,0,1036740
8360,8380,0,1041420
8380,8400,0,1046100
8400,8420,0,1050780
8420,8440,0,1055460
8440,8460,0,1060140
8460,8480,0,1064820
8480,8500,0,1069500
8500,8520,0,1074180
8520,8540,0,1078860
8540,8560,0,1083540
8560,8580,0,1088220
8580,8600,0,1092900
8600,8620,0,1097580
8620,8640,0,1102260
8640,8660,0,1106940
8660,8680,0,1111620
8680,8700,0,1116300
8700,8720,0,1120980
8720,8740,0,1125660
8740,8760,0,1130340
8760,8780,0,1135020
8780,8800,0,1139700
8800,8820,0,1144380
8820,8840,0,1149060
8840,8860,0,1153740
8860,8880,0,1158420
8880,8900,0,1163100
8900,8920,0,1167780
8920,8940,0,1172460
8940,8960,0,1177140
8960,8980,0,1181820
8980,9000,0,1186500
9000,9020,0,1191180
9020,9040,0,1195860
9040,9060,0,1200540
9060,9080,0,1205220
9080,9100,0,1209900
9100,9120,0,1214580
9120,9140,0,1219260
9140,9160,0,1223940
9160,9180,0,1228620
9180,9200,0,1233300
9200,9220,0,1237980
9220,9240,0,1244640
9240,9260,0,1251470
9260,9280,0,1258290
9280,9300,0,1265120
9300,9320,0,1271940
9320,9340,0,1278770
9340,9360,0,1285590
9360,9380,0,1292420
9380,9400,0,1299240
9400,9420,0,1306070
9420,9440,0,1312890
9440,9460,0,1319720
9460,9480,0,1326540
9480,9500,0,1333370
9500,9520,0,1340190
9520,9540,0,1347020
9540,9560,0,1353840
9560,9580,0,1360670
9580,9600,0,1367490
9600,9620,0,1374320
9620,9640,0,1381140
9640,9660,0,1387970
9660,9680,0,1394790
9680,9700,0,1401620
9700,9720,0,1408440
9720,9740,0,1415270
9740,9760,0,1422090
9760,9780,0,1428920
9780,9800,0,1435740
9800,9820,0,1442570
9820,9840,0,1449390
9840,9860,0,1456220
9860,9880,0,1463040
9880,9900,0,1469870
9900,9920,0,1476690
9920,9940,0,1483520
9940,9960,0,1490340
9960,9980,0,1497170
9980,10000,0,1503990
770,775,1,0
775,780,1,0
780,785,1,0
785,790,1,0
790,795,1,0
795,800,1,0
800,805,1,0
805,810,1,0
810,815,1,0
815,820,1,0
820,825,1,0
825,830,1,0
830,835,1,0
835,840,1,0
840,845,1,0
845,850,1,0
850,855,1,0
855,860,1,0
860,865,1,0
865,870,1,0
870,875,1,0
875,880,1,0
880,885,1,0
885,890,1,0
890,895,1,0
895,900,1,0
900,905,1,0
905,910,1,0
910,915,1,0
915,920,1,0
920,925,1,0
925,930,1,0
930,935,1,0
935,940,1,0
940,945,1,0
945,950,1,0
950,955,1,0
955,960,1,0
960,965,1,0
965,970,1,0
970,975,1,0
975,980,1,0
980,985,1,0
985,990,1,0
990,995,1,0
995,1000,1,0
1000,1005,1,0
1005,1010,1,0
1010,1015,1,0
1015,1020,1,0
1020,1025,1,0
1025,1030,1,0
1030,1035,1,0
1035,1040,1,0
1040,1045,1,0
1045,1050,1,0
1050,1055,1,0
1055,1060,1,0
1060,1065,1,0
1065,1070,1,0
1070,1075,1,0
1075,1080,1,0
1080,1085,1,0
1085,1090,1,0
1090,1095,1,0
1095,1100,1,0
1100,1105,1,0
1105,1110,1,0
1110,1115,1,0
1115,1120,1,0
1120,1125,1,0
1125,1130,1,0
1130,1135,1,0
1135,1140,1,0
1140,1145,1,0
1145,1150,1,0
1150,1155,1,0
1155,1160,1,0
1160,1165,1,0
1165,1170,1,0
1170,1175,1,0
1175,1180,1,0
1180,1185,1,0
1185,1190,1,0
1190,1195,1,0
1195,1200,1,0
1200,1205,1,0
1205,1210,1,0
1210,1215,1,0
1215,1220,1,0
1220,1225,1,0
1225,1230,1,0
1230,1235,1,0
1235,1240,1,0
1240,1245,1,0
1245,1250,1,0
1250,1255,1,0
1255,1260,1,0
1260,1265,1,0
1265,1270,1,0
1270,1275,1,0
1275,1280,1,0
1280,1285,1,0
1285,1290,1,0
1290,1295,1,0
1295,1300,1,0
1300,1305,1,0
1305,1310,1,0
1310,1315,1,0
1315,1320,1,0
1320,1325,1,0
1325,1330,1,0
1330,1335,1,0
1335,1340,1,0
1340,1345,1,1060
1345,1350,1,1170
1350,1355,1,1270
1355,1360,1,1370
1360,1365,1,1480
1365,1370,1,1580
1370,1375,1,1680
1375,1380,1,1790
1380,1385,1,1890
1385,1390,1,1990
1390,1395,1,2100
1395,1400,1,2200
1400,1405,1,2300
1405,1410,1,2410
1410,1415,1,2510
1415,1420,1,2610
1420,1425,1,2710
1425,1430,1,2820
1430,1435,1,2920
1435,1440,1,3020
1440,1445,1,3130
1445,1450,1,3230
1450,1455,1,3330
1455,1460,1,3440
1460,1465,1,3540
1465,1470,1,3640
1470,1475,1,3750
1475,1480,1,3850
1480,1485,1,3950
1485,1490,1,4060
1490,1495,1,4160
1495,1500,1,4260
1500,1510,1,4420
1510,1520,1,4620
1520,1530,1,4830
1530,1540,1,5040
1540,1550,1,5240
1550,1560,1,5450
1560,1570,1,5660
1570,1580,1,5860
1580,1590,1,6070
1590,1600,1,6280
1600,1610,1,6480
1610,1620,1,6690
1620,1630,1,6900
1630,1640,1,7100
1640,1650,1,7310
1650,1660,1,7520
1660,1670,1,7720
1670,1680,1,7930
1680,1690,1,8140
1690,1700,1,8340
1700,1710,1,8550
1710,1720,1,8760
1720,1730,1,8960
1730,1740,1,9170
1740,1750,1,9380
1750,1760,1,9580
1760,1770,1,9790
1770,1780,1,10000
1780,1790,1,10200
1790,1800,1,10410
1800,1810,1,10610
1810,1820,1,10820
1820,1830,1,11030
1830,1840,1,11230
1840,1850,1,11440
1850,1860,1,11650
1860,1870,1,11850
1870,1880,1,12060
1880,1890,1,12270
1890,1900,1,12470
1900,1910,1,12680
1910,1920,1,12890
1920,1930,1,13090
1930,1940,1,13300
1940,1950,1,13510
1950,1960,1,13710
1960,1970,1,13920
1970,1980,1,14130
1980,1990,1,14330
1990,2000,1,14540
2000,2010,1,14750
2010,2020,1,14950
2020,2030,1,15160
2030,2040,1,15370
2040,2050,1,15570
2050,2060,1,15780
2060,2070,1,15990
2070,2080,1,16190
2080,2090,1,16400
2090,2100,1,16600
2100,2110,1,16810
2110,2120,1,17020
2120,2130,1,17220
2130,2140,1,17430
2140,2150,1,17640
2150,2160,1,17840
2160,2170,1,18050
2170,2180,1,18260
2180,2190,1,18460
2190,2200,1,18670
2200,2210,1,18950
2210,2220,1,19270
2220,2230,1,19590
2230,2240,1,19910
2240,2250,1,20240
2250,2260,1,20560
2260,2270,1,20880
2270,2280,1,21200
2280,2290,1,21520
2290,2300,1,21840
2300,2310,1,22160
2310,2320,1,22480
2320,2330,1,22810
2330,2340,1,23130
2340,2350,1,23450
2350,2360,1,23770
2360,2370,1,24090
2370,2380,1,24410
2380,2390,1,24730
2390,2400,1,25050
2400,2410,1,25380
2410,2420,1,25700
2420,2430,1,26020
2430,2440,1,26340
2440,2450,1,26660
2450,2460,1,26980
2460,2470,1,27300
2470,2480,1,27630
2480,2490,1,27950
2490,2500,1,28270
2500,2510,1,28600
2510,2520,1,28940
2520,2530,1,29280
2530,2540,1,29630
2540,2550,1,29970
2550,2560,1,30310
2560,2570,1,30650
2570,2580,1,31000
2580,2590,1,31340
2590,2600,1,31680
2600,2610,1,32020
2610,2620,1,32360
2620,2630,1,32710
2630,2640,1,33050
2640,2650,1,33390
2650,2660,1,33730
2660,2670,1,34080
2670,2680,1,34420
2680,2690,1,34760
2690,2700,1,35100
2700,2710,1,35450
2710,2720,1,35790
2720,2730,1,36130
2730,2740,1,36470
2740,2750,1,36810
2750,2760,1,37160
2760,2770,1,37500
2770,2780,1,37840
2780,2790,1,38180
2790,2800,1,38530
2800,2810,1,39300
2810,2820,1,40160
2820,2830,1,41020
2830,2840,1,41870
2840,2850,1,42730
2850,2860,1,43580
2860,2870,1,44440
2870,2880,1,45290
2880,2890,1,46150
2890,2900,1,47010
2900,2910,1,47860
2910,2920,1,48720
2920,2930,1,49570
2930,2940,1,50430
2940,2950,1,51280
2950,2960,1,52140
2960,2970,1,53000
2970,2980,1,53850
2980,2990,1,54710
2990,3000,1,55560
3000,3020,1,56850
3020,3040,1,58560
3040,3060,1,60270
3060,3080,1,61980
3080,3100,1,63690
3100,3120,1,65400
3120,3140,1,67120
3140,3160,1,68830
3160,3180,1,70540
3180,3200,1,72250
3200,3220,1,73960
3220,3240,1,75670
3240,3260,1,77380
3260,3280,1,79100
3280,3300,1,80810
3300,3320,1,82520
3320,3340,1,84230
3340,3360,1,85940
3360,3380,1,87650
3380,3400,1,89370
3400,3420,1,91080
3420,3440,1,92790
3440,3460,1,94880
3460,3480,1,97330
3480,3500,1,99770
3500,3520,1,102220
3520,3540,1,104660
3540,3560,1,107110
3560,3580,1,109550
3580,3600,1,112000
3600,3620,1,114440
3620,3640,1,116890
3640,3660,1,119330
3660,3680,1,121780
3680,3700,1,124220
3700,3720,1,126670
3720,3740,1,129110
3740,3760,1,131560
3760,3780,1,136090
3780,3800,1,138740
3800,3820,1,141400
3820,3840,1,144050
3840,3860,1,146710
3860,3880,1,149360
3880,3900,1,152020
3900,3920,1,154670
3920,3940,1,157330
3940,3960,1,159980
3960,3980,1,162640
3980,4000,1,165290
4000,4020,1,167950
4020,4040,1,170600
4040,4060,1,173260
4060,4080,1,175910
4080,4100,1,178570
4100,4120,1,181220
4120,4140,1,183880
4140,4160,1,186530
4160,4180,1,189190
4180,4200,1,191840
4200,4220,1,194500
4220,4240,1,197150
4240,4260,1,199810
4260,4280,1,202460
4280,4300,1,205120
4300,4320,1,207770
4320,4340,1,210430
4340,4360,1,213080
4360,4380,1,215740
4380,4400,1,218390
4400,4420,1,221050
4420,4440,1,223700
4440,4460,1,226360
4460,4480,1,229010
4480,4500,1,231670
4500,4520,1,234460
4520,4540,1,237250
4540,4560,1,240040
4560,4580,1,242830
4580,4600,1,248120
4600,4620,1,250910
4620,4640,1,253700
4640,4660,1,256490
4660,4680,1,259280
4680,4700,1,262070
4700,4720,1,264860
4720,4740,1,267650
4740,4760,1,270440
4760,4780,1,273230
4780,4800,1,276020
4800,4820,1,278810
4820,4840,1,281600
4840,4860,1,284390
4860,4880,1,287180
4880,4900,1,289970
4900,4920,1,292760
4920,4940,1,295550
4940,4960,1,298340
4960,4980,1,301130
4980,5000,1,303920
5000,5020,1,306710
5020,5040,1,309500
5040,5060,1,312290
5060,5080,1,315080
5080,5100,1,317870
5100,5120,1,320660
5120,5140,1,323450
5140,5160,1,326240
5160,5180,1,329030
5180,5200,1,331820
5200,5220,1,334610
5220,5240,1,337400
5240,5260,1,340190
5260,5280,1,342980
5280,5300,1,345770
5300,5320,1,348560
5320,5340,1,351350
5340,5360,1,354140
5360,5380,1,356930
5380,5400,1,359720
5400,5420,1,362510
5420,5440,1,365300
5440,5460,1,368090
5460,5480,1,370880
5480,5500,1,373670
5500,5520,1,376460
5520,5540,1,379250
5540,5560,1,382040
5560,5580,1,384830
5580,5600,1,387620
5600,5620,1,390410
5620,5640,1,393200
5640,5660,1,395990
5660,5680,1,398780
5680,5700,1,401570
5700,5720,1,404360
5720,5740,1,407150
5740,5760,1,409940
5760,5780,1,412730
5780,5800,1,415520
5800,5820,1,418310
5820,5840,1,421100
5840,5860,1,441000
5860,5880,1,446320
5880,5900,1,449140
5900,5920,1,451960
5920,5940,1,454780
5940,5960,1,457600
5960,5980,1,460420
5980,6000,1,463240
6000,6020,1,466060
6020,6040,1,468880
6040,6060,1,471700
6060,6080,1,474520
6080,6100,1,477340
6100,6120,1,481250
6120,6140,1,485760
6140,6160,1,490280
6160,6180,1,494790
6180,6200,1,499300
6200,6220,1,503810
6220,6240,1,508320
6240,6260,1,512840
6260,6280,1,517350
6280,6300,1,521860
6300,6320,1,526370
6320,6340,1,530880
6340,6360,1,535400
6360,6380,1,539910
6380,6400,1,544420
6400,6420,1,548930
6420,6440,1,553440
6440,6460,1,557960
6460,6480,1,562470
6480,6500,1,566980
6500,6520,1,571490
6520,6540,1,576000
6540,6560,1,580520
6560,6580,1,585030
6580,6600,1,589540
6600,6620,1,594050
6620,6640,1,598560
6640,6660,1,603080
6660,6680,1,607590
6680,6700,1,612100
6700,6720,1,616610
6720,6740,1,621120
6740,6760,1,625640
6760,6780,1,630150
6780,6800,1,634660
6800,6820,1,639170
6820,6840,1,643680
6840,6860,1,648200
6860,6880,1,652710
6880,6900,1,657220
6900,6920,1,661730
6920,6940,1,666240
6940,6960,1,670760
6960,6980,1,675270
6980,7000,1,679780
7000,7020,1,684290
7020,7040,1,688800
7040,7060,1,693320
7060,7080,1,697830
7080,7100,1,702340
7100,7120,1,706850
7120,7140,1,711360
7140,7160,1,715880
7160,7180,1,720390
7180,7200,1,724900
7200,7220,1,729410
7220,7240,1,733920
7240,7260,1,738440
7260,7280,1,742950
7280,7300,1,747460
7300,7320,1,751970
7320,7340,1,756480
7340,7360,1,761000
7360,7380,1,765510
7380,7400,1,770020
7400,7420,1,774530
7420,7440,1,779040
7440,7460,1,783560
7460,7480,1,788070
7480,7500,1,792580
7500,7520,1,797090
7520,7540,1,801600
7540,7560,1,806120
7560,7580,1,810630
7580,7600,1,815140
7600,7620,1,819650
7620,7640,1,824160
7640,7660,1,828680
7660,7680,1,833190
7680,7700,1,837700
7700,7720,1,842210
7720,7740,1,846720
7740,7760,1,851240
7760,7780,1,855750
7780,7800,1,860260
7800,7820,1,864770
7820,7840,1,869280
7840,7860,1,873800
7860,7880,1,878310
7880,7900,1,882820
7900,7920,1,887330
7920,7940,1,891840
7940,7960,1,896360
7960,7980,1,900870
7980,8000,1,905380
8000,8020,1,909890
8020,8040,1,914400
8040,8060,1,918920
8060,8080,1,923430
8080,8100,1,927940
8100,8120,1,932450
8120,8140,1,936960
8140,8160,1,941480
8160,8180,1,945990
8180,8200,1,950500
8200,8220,1,955010
8220,8240,1,959520
8240,8260,1,964040
8260,8280,1,968550
8280,8300,1,973060
8300,8320,1,977570
8320,8340,1,982080
8340,8360,1,986720
8360,8380,1,991370
8380,8400,1,996030
8400,8420,1,1000680
8420,8440,1,1005340
8440,8460,1,1010000
8460,8480,1,1014650
8480,8500,1,1019310
8500,8520,1,1023960
8520,8540,1,1028620
8540,8560,1,1033280
8560,8580,1,1037930
8580,8600,1,1042590
8600,8620,1,1047240
8620,8640,1,1051900
8640,8660,1,1056560
8660,8680,1,1061210
8680,8700,1,1065870
8700,8720,1,1070520
8720,8740,1,1075180
8740,8760,1,1079840
8760,8780,1,1084490
8780,8800,1,1089150
8800,8820,1,1093800
8820,8840,1,1098460
8840,8860,1,1103120
8860,8880,1,1107770
8880,8900,1,1112430
8900,8920,1,1117080
8920,8940,1,1121740
8940,8960,1,1126400
8960,8980,1,1131050
8980,9000,1,1135710
9000,9020,1,1140360
9020,9040,1,1145020
9040,9060,1,1149680
9060,9080,1,1154330
9080,9100,1,1158990
9100,9120,1,1163640
9120,9140,1,1168300
9140,9160,1,1172960
9160,9180,1,1177610
9180,9200,1,1182270
9200,9220,1,1186920
9220,9240,1,1191580
9240,9260,1,1196240
9260,9280,1,1200890
9280,9300,1,1205550
9300,9320,1,1210200
9320,9340,1,1214860
9340,9360,1,1219520
9360,9380,1,1224170
9380,9400,1,1228830
9400,9420,1,1233480
9420,9440,1,1238140
9440,9460,1,1244840
9460,9480,1,1251630
9480,9500,1,1258420
9500,9520,1,1265210
9520,9540,1,1272000
9540,9560,1,1278790
9560,9580,1,1285580
9580,9600,1,1292370
9600,9620,1,1299160
9620,9640,1,1305950
9640,9660,1,1312740
9660,9680,1,1319530
9680,9700,1,1326320
9700,9720,1,1333110
9720,9740,1,1339900
9740,9760,1,1346690
9760,9780,1,1353480
9780,9800,1,1360270
9800,9820,1,1367060
9820,9840,1,1373850
9840,9860,1,1380640
